"Timestamp","X","Y","Z","ID"
40,16.59,-5.76,0.0,105
80,16.56,-5.72,0.0,105
120,16.53,-5.68,0.0,105
160,16.49,-5.63,0.0,105
200,16.47,-5.6,0.0,105
240,16.44,-5.56,0.0,105
280,16.41,-5.52,0.0,105
320,16.37,-5.47,0.0,105
360,16.34,-5.44,0.0,105
400,16.31,-5.39,0.0,105
440,16.26,-5.35,0.0,105
480,16.23,-5.32,0.0,105
520,16.19,-5.27,0.0,105
560,16.15,-5.24,0.0,105
600,16.11,-5.21,0.0,105
640,16.05,-5.17,0.0,105
680,16.01,-5.14,0.0,105
720,15.95,-5.1,0.0,105
760,15.9,-5.08,0.0,105
800,15.84,-5.04,0.0,105
840,15.78,-5.02,0.0,105
880,15.74,-4.99,0.0,105
920,15.68,-4.95,0.0,105
960,15.64,-4.93,0.0,105
1000,15.6,-4.89,0.0,105
1040,15.56,-4.86,0.0,105
1080,15.52,-4.82,0.0,105
1120,15.48,-4.78,0.0,105
1160,15.44,-4.73,0.0,105
1200,15.41,-4.68,0.0,105
1240,15.37,-4.63,0.0,105
1280,15.33,-4.58,0.0,105
1320,15.3,-4.52,0.0,105
1360,15.26,-4.47,0.0,105
1400,15.23,-4.41,0.0,105
1440,15.21,-4.36,0.0,105
1480,15.17,-4.3,0.0,105
1520,15.14,-4.25,0.0,105
1560,15.12,-4.2,0.0,105
1600,15.08,-4.15,0.0,105
1640,15.05,-4.1,0.0,105
1680,15.02,-4.06,0.0,105
1720,14.99,-4.01,0.0,105
1760,14.95,-3.98,0.0,105
1800,14.92,-3.95,0.0,105
1840,14.9,-3.92,0.0,105
1880,14.86,-3.89,0.0,105
1920,14.84,-3.87,0.0,105
1960,14.82,-3.85,0.0,105
2000,14.79,-3.84,0.0,105
2040,14.76,-3.82,0.0,105
2080,14.74,-3.83,0.0,105
2120,14.72,-3.84,0.0,105
2160,14.71,-3.85,0.0,105
2200,14.7,-3.86,0.0,105
2240,14.7,-3.89,0.0,105
2280,14.71,-3.92,0.0,105
2320,14.72,-3.95,0.0,105
2360,14.72,-4.0,0.0,105
2400,14.73,-4.03,0.0,105
2440,14.74,-4.07,0.0,105
2480,14.75,-4.1,0.0,105
2520,14.76,-4.14,0.0,105
2560,14.79,-4.2,0.0,105
2600,14.8,-4.26,0.0,105
